,title,qualities,offer,offer_price,actual_price,image_link,link
78,"Noise Fuse 1.38'' Round Display with Bluetooth Calling,...","Black Strap, Regular",76% off,"₹1,199","₹4,999",https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/v/l/j/-original-imagxp8u3mtymfpj.jpeg?q=70,https://www.flipkart.com/noise-fuse-1-38-round-display-bluetooth-calling-metallic-finish-ip68-rating-smartwatch/p/itma6da0c0004bed?pid=SMWGZMHPYSVHXKFQ&lid=LSTSMWGZMHPYSVHXKFQ4FFHCF&marketplace=FLIPKART&store=ajy%2Fbuh&srno=b_2_79&otracker=browse&fm=organic&iid=372aef70-5b41-422a-94de-7b31d8c703f3.SMWGZMHPYSVHXKFQ.SEARCH&ppt=None&ppn=None&ssid=tsgp0j6xj40000001710182595316
79,Fire-Boltt Ninja Pro Max Plus 1.83 Smartwatch,"Black Strap, Free Size",86% off,"₹1,099","₹7,999",https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/x/f/g/-original-imagxp8tbbnskcah.jpeg?q=70,https://www.flipkart.com/fire-boltt-ninja-pro-max-plus-1-83-smartwatch/p/itm9541f60dc6781?pid=SMWGG5GFMC7BGG5Y&lid=LSTSMWGG5GFMC7BGG5YZBNJDW&marketplace=FLIPKART&store=ajy%2Fbuh&srno=b_2_80&otracker=browse&fm=organic&iid=372aef70-5b41-422a-94de-7b31d8c703f3.SMWGG5GFMC7BGG5Y.SEARCH&ppt=None&ppn=None&ssid=tsgp0j6xj40000001710182595316
80,"Boult Crown 1.95'' Screen, BT Calling, Working Crown, Z...","Orange Strap, Free Size",71% off,"₹1,299","₹4,499",https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/a/b/r/-original-imagyu79b87hvwme.jpeg?q=70,https://www.flipkart.com/boult-crown-1-95-screen-bt-calling-working-crown-zinc-alloy-frame-900-nits-spo2-smartwatch/p/itme4d41a7681606?pid=SMWGPHT4WMGGHGGC&lid=LSTSMWGPHT4WMGGHGGC7NH1PB&marketplace=FLIPKART&store=ajy%2Fbuh&srno=b_3_81&otracker=browse&fm=organic&iid=en_KSGHNM-yct-gedrydwtwCajCv_UqXpWlu7dd_sRysqaRXaW-HFQs15SIkuRCtUJ9XTioYe-FbSmWt0g3lLi-xg%3D%3D&ppt=None&ppn=None&ssid=ggn4bnoiwg0000001710182597658
81,Fire-Boltt Ninja Calling Pro Plus 1.83 inch Display Sma...,"Silver Strap, Free Size",88% off,"₹1,149","₹9,999",https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/7/p/b/-original-imagxp8u4gd3pyyz.jpeg?q=70,https://www.flipkart.com/fire-boltt-ninja-calling-pro-plus-1-83-inch-display-smartwatch-bluetooth-calling-ai-voice/p/itm867974696b635?pid=SMWGGZ74PKPHE8WZ&lid=LSTSMWGGZ74PKPHE8WZISP9RR&marketplace=FLIPKART&store=ajy%2Fbuh&srno=b_3_82&otracker=browse&fm=organic&iid=en_KSGHNM-yct-gedrydwtwCajCv_UqXpWlu7dd_sRysqb0QnUmGARpp9_6ctBkfGOuFtQCzt-ydpW67iWJ91vOzw%3D%3D&ppt=None&ppn=None&ssid=ggn4bnoiwg0000001710182597658
82,Noise Force Plus 1.46'' AMOLED Always-On Display with B...,"Black Strap, Regular",77% off,"₹1,799","₹7,999",https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/4/e/i/-original-imagxp8uqubwchen.jpeg?q=70,https://www.flipkart.com/noise-force-plus-1-46-amoled-always-on-display-bluetooth-calling-rugged-build-smartwatch/p/itm791779d812e53?pid=SMWGNHJ8QJN9N9GZ&lid=LSTSMWGNHJ8QJN9N9GZDAPIUO&marketplace=FLIPKART&store=ajy%2Fbuh&srno=b_3_83&otracker=browse&fm=organic&iid=85d4d75c-be63-4ca4-aab4-a6aadfe3ce05.SMWGNHJ8QJN9N9GZ.SEARCH&ppt=None&ppn=None&ssid=ggn4bnoiwg0000001710182597658
83,"Noise Mettle 1.4'' display, Stainless Steel finish with...","Silver Strap, Regular",76% off,"₹1,899","₹7,999",https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/s/d/o/-original-imagxp8uv5qjsppf.jpeg?q=70,https://www.flipkart.com/noise-mettle-1-4-display-stainless-steel-finish-metal-strap-bluetooth-calling-smartwatch/p/itm8f191e0e60e22?pid=SMWGZMH6HNEZUHQZ&lid=LSTSMWGZMH6HNEZUHQZNDSZVK&marketplace=FLIPKART&store=ajy%2Fbuh&srno=b_3_84&otracker=browse&fm=organic&iid=85d4d75c-be63-4ca4-aab4-a6aadfe3ce05.SMWGZMH6HNEZUHQZ.SEARCH&ppt=None&ppn=None&ssid=ggn4bnoiwg0000001710182597658
84,"Boult Drift BT Calling 1.69"" HD Display, 140+ Watchface...","Beige Strap, Free Size",86% off,"₹1,099","₹7,999",https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/5/5/p/-original-imagxxfxnwbgfgjx.jpeg?q=70,https://www.flipkart.com/boult-drift-bt-calling-1-69-hd-display-140-watchfaces-complete-health-monitoring-smartwatch/p/itmfb17bcbb4e204?pid=SMWGMHUGERGB5YXD&lid=LSTSMWGMHUGERGB5YXD5XBFU7&marketplace=FLIPKART&store=ajy%2Fbuh&srno=b_3_85&otracker=browse&fm=organic&iid=85d4d75c-be63-4ca4-aab4-a6aadfe3ce05.SMWGMHUGERGB5YXD.SEARCH&ppt=None&ppn=None&ssid=ggn4bnoiwg0000001710182597658
85,Fire-Boltt Shark 1.83'' Smartwatch with Rugged Outdoor ...,"Gold Green Strap, Free Size",92% off,"₹1,499","₹18,999",https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/a/k/u/-original-imagpgkzxz2xwz8m.jpeg?q=70,https://www.flipkart.com/fire-boltt-shark-1-83-smartwatch-rugged-outdoor-design-bluetooth-calling/p/itm6f59c4c386eda?pid=SMWGZYPHAXZ36A6Z&lid=LSTSMWGZYPHAXZ36A6ZLBIAPH&marketplace=FLIPKART&store=ajy%2Fbuh&srno=b_3_86&otracker=browse&fm=organic&iid=85d4d75c-be63-4ca4-aab4-a6aadfe3ce05.SMWGZYPHAXZ36A6Z.SEARCH&ppt=None&ppn=None&ssid=ggn4bnoiwg0000001710182597658
86,"Fire-Boltt Hurricane 1.3"" Curved Glass Display with 360...","Black Strap, Free Size",87% off,"₹1,149","₹8,999",https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/y/x/b/-original-imagxp9ncr6y7hfd.jpeg?q=70,https://www.flipkart.com/fire-boltt-hurricane-1-3-curved-glass-display-360-health-training-100-sports-modes-smartwatch/p/itm64b4fe6864a92?pid=SMWGD53JGHQMYZFF&lid=LSTSMWGD53JGHQMYZFFAT40XM&marketplace=FLIPKART&store=ajy%2Fbuh&srno=b_3_87&otracker=browse&fm=organic&iid=en_KSGHNM-yct-gedrydwtwCajCv_UqXpWlu7dd_sRysqbKlixNMOIM3P1mecioo1o8aa4G38O9j7Qdu4Hfnv90Dg%3D%3D&ppt=None&ppn=None&ssid=ggn4bnoiwg0000001710182597658
87,"Boult Crown 1.95'' Screen, BT Calling, Working Crown, Z...","Black Strap, Free Size",71% off,"₹1,299","₹4,499",https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/z/p/h/-original-imagy3zzrax6fuze.jpeg?q=70,https://www.flipkart.com/boult-crown-1-95-screen-bt-calling-working-crown-zinc-alloy-frame-900-nits-spo2-smartwatch/p/itm2adec3fa608bc?pid=SMWGPHT4EHHJEZZM&lid=LSTSMWGPHT4EHHJEZZMZFCOPY&marketplace=FLIPKART&store=ajy%2Fbuh&srno=b_3_88&otracker=browse&fm=organic&iid=en_KSGHNM-yct-gedrydwtwCajCv_UqXpWlu7dd_sRysqaSl-pWY42GxO0wioTa_MeGCikxdq4So8R87Ua7tgJLAA%3D%3D&ppt=None&ppn=None&ssid=ggn4bnoiwg0000001710182597658
88,Fire-Boltt Hulk 1.78 inch Amoled Bluetooth Calling with...,"Blue Strap, 1.78",91% off,"₹1,599","₹17,999",https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/b/y/r/-original-imagxp8vfkezrgm9.jpeg?q=70,https://www.flipkart.com/fire-boltt-hulk-1-78-inch-amoled-bluetooth-calling-120-sports-modes-smartwatch/p/itm66388f3c4d511?pid=SMWGGZR5HYZUKWUY&lid=LSTSMWGGZR5HYZUKWUYERJ9ZE&marketplace=FLIPKART&store=ajy%2Fbuh&srno=b_3_89&otracker=browse&fm=organic&iid=85d4d75c-be63-4ca4-aab4-a6aadfe3ce05.SMWGGZR5HYZUKWUY.SEARCH&ppt=None&ppn=None&ssid=ggn4bnoiwg0000001710182597658
89,Fire-Boltt Ninja Talk 1.39'' Round Bluetooth Calling Sm...,"Dark Grey SS Strap, 1.39",83% off,"₹1,699","₹9,999",https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/l/g/e/-original-imagsby262pkafng.jpeg?q=70,https://www.flipkart.com/fire-boltt-ninja-talk-1-39-round-bluetooth-calling-smartwatch-metal-body-120-sports-modes/p/itm1f3f443eb9b60?pid=SMWGRRVAZBRXHBJD&lid=LSTSMWGRRVAZBRXHBJDS2RV2W&marketplace=FLIPKART&store=ajy%2Fbuh&srno=b_3_90&otracker=browse&fm=organic&iid=85d4d75c-be63-4ca4-aab4-a6aadfe3ce05.SMWGRRVAZBRXHBJD.SEARCH&ppt=None&ppn=None&ssid=ggn4bnoiwg0000001710182597658
90,"WTG i8 Pink 1.54"" HD Display Bluetooth Calling, Notific...","Pink Strap, Regular & office Wear",77% off,₹799,"₹3,499",https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/l/a/y/39-i8-pink-new-theme-002-android-ios-wtg-yes-original-imagxpbsgpamppsu.jpeg?q=70,https://www.flipkart.com/wtg-i8-pink-1-54-hd-display-bluetooth-calling-notifications-voice-assist-smartwatch/p/itm74389af50ed20?pid=SMWGXPBSKR59UYDG&lid=LSTSMWGXPBSKR59UYDGP6JMO5&marketplace=FLIPKART&store=ajy%2Fbuh&srno=b_3_91&otracker=browse&fm=organic&iid=en_KSGHNM-yct-gedrydwtwCajCv_UqXpWlu7dd_sRysqYnf73siDg5jAAsqL4wgOwobcZCszum10Bmx8L7rJ9SSQ%3D%3D&ppt=None&ppn=None&ssid=ggn4bnoiwg0000001710182597658
91,"Boult CrownX 2.0"" HD Screen, BT Calling, Working Crown,...","Silver Strap, Free Size",62% off,"₹1,499","₹3,999",https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/s/u/f/-original-imagxfysua9xzzh3.jpeg?q=70,https://www.flipkart.com/boult-crownx-2-0-hd-screen-bt-calling-working-crown-1000nits-metallic-frame-spo2-smartwatch/p/itm3d0b5178890f1?pid=SMWGVZA4E5FRFVWG&lid=LSTSMWGVZA4E5FRFVWGGB0NQ4&marketplace=FLIPKART&store=ajy%2Fbuh&srno=b_3_92&otracker=browse&fm=organic&iid=en_KSGHNM-yct-gedrydwtwCajCv_UqXpWlu7dd_sRysqbJHZdJzTqgwvrBUJ0x3tMVLe2KIFAXi_sEuqPGv7orwQ%3D%3D&ppt=None&ppn=None&ssid=ggn4bnoiwg0000001710182597658
92,"Noise ColorFit Pro4 Max 1.8"" BT Calling, Noise detectio...","Black Strap, Regular",76% off,"₹1,399","₹5,999",https://rukminim2.flixcart.com/image/612/612/l4ln8nk0/smartwatch/j/k/y/45-72-wrb-sw-colorfitpro4max-std-blk-blk-android-ios-noise-yes-original-imagfgr4ygy6bj4j.jpeg?q=70,https://www.flipkart.com/noise-colorfit-pro4-max-1-8-bt-calling-detection-health-suite-smartwatch/p/itmf32d949b537db?pid=SMWGFGR5AVHMDECK&lid=LSTSMWGFGR5AVHMDECKORD56K&marketplace=FLIPKART&store=ajy%2Fbuh&srno=b_3_93&otracker=browse&fm=organic&iid=85d4d75c-be63-4ca4-aab4-a6aadfe3ce05.SMWGFGR5AVHMDECK.SEARCH&ppt=None&ppn=None&ssid=ggn4bnoiwg0000001710182597658
93,Fire-Boltt Shark 1.83'' Smartwatch with Rugged Outdoor ...,"Camo Black Strap, Free Size",92% off,"₹1,499","₹18,999",https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/o/e/z/-original-imagpgkzefprzvxb.jpeg?q=70,https://www.flipkart.com/fire-boltt-shark-1-83-smartwatch-rugged-outdoor-design-bluetooth-calling/p/itme2162a978ea3f?pid=SMWGZYPHZBPZPJYN&lid=LSTSMWGZYPHZBPZPJYNSSVTGU&marketplace=FLIPKART&store=ajy%2Fbuh&srno=b_3_94&otracker=browse&fm=organic&iid=85d4d75c-be63-4ca4-aab4-a6aadfe3ce05.SMWGZYPHZBPZPJYN.SEARCH&ppt=None&ppn=None&ssid=ggn4bnoiwg0000001710182597658
94,"Noise Icon Buzz 1.69"" Display with Bluetooth Calling, B...","Green Strap, Regular",80% off,₹999,"₹4,999",https://rukminim2.flixcart.com/image/612/612/kz1lle80/smartwatch/j/r/9/-original-imagb54sctxuvuh2.jpeg?q=70,https://www.flipkart.com/noise-icon-buzz-1-69-display-bluetooth-calling-built-in-games-voice-assistant-smartwatch/p/itm52b29cbcb7afe?pid=SMWGAU62CGWPUTJY&lid=LSTSMWGAU62CGWPUTJYCE4I8B&marketplace=FLIPKART&store=ajy%2Fbuh&srno=b_3_95&otracker=browse&fm=organic&iid=85d4d75c-be63-4ca4-aab4-a6aadfe3ce05.SMWGAU62CGWPUTJY.SEARCH&ppt=None&ppn=None&ssid=ggn4bnoiwg0000001710182597658
95,"Noise Impact 2"" HD Display with Bluetooth Calling, Meta...","Blue Strap, Regular",81% off,"₹1,299","₹6,999",https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/1/b/s/-original-imagsgdw9tzunxjj.jpeg?q=70,https://www.flipkart.com/noise-impact-2-hd-display-bluetooth-calling-metallic-build-functional-crown-smartwatch/p/itm2520e4129ef27?pid=SMWGP6K4ZJRNKRBH&lid=LSTSMWGP6K4ZJRNKRBHELHPVF&marketplace=FLIPKART&store=ajy%2Fbuh&srno=b_3_96&otracker=browse&fm=organic&iid=85d4d75c-be63-4ca4-aab4-a6aadfe3ce05.SMWGP6K4ZJRNKRBH.SEARCH&ppt=None&ppn=None&ssid=ggn4bnoiwg0000001710182597658
96,"Ambrane Wise Glaze with 1.78"" Amoled display, BT Callin...","Grey Strap, Regular",78% off,"₹1,299","₹5,999",https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/y/u/u/-original-imagkpn3ryyxuwh2.jpeg?q=70,https://www.flipkart.com/ambrane-wise-glaze-1-78-amoled-display-bt-calling-spo2-heart-rate-monitor-smartwatch/p/itmf56611b0e055e?pid=SMWGK3DY4Q7JF2YS&lid=LSTSMWGK3DY4Q7JF2YSII7HDE&marketplace=FLIPKART&store=ajy%2Fbuh&srno=b_3_97&otracker=browse&fm=organic&iid=en_KSGHNM-yct-gedrydwtwCajCv_UqXpWlu7dd_sRysqYMFq9RKUdy1uPUaFX9dpfJpEoHcNjaXcOQhJRcMCpFYQ%3D%3D&ppt=None&ppn=None&ssid=ggn4bnoiwg0000001710182597658
97,Fire-Boltt Hulk 1.78 inch Amoled Bluetooth Calling with...,"Black Strap, 1.78",91% off,"₹1,599","₹17,999",https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/y/o/m/-original-imagxp8vgh8xvg2w.jpeg?q=70,https://www.flipkart.com/fire-boltt-hulk-1-78-inch-amoled-bluetooth-calling-120-sports-modes-smartwatch/p/itm17633d2c8c127?pid=SMWGGZR5SKFUPZBA&lid=LSTSMWGGZR5SKFUPZBAXKDHNM&marketplace=FLIPKART&store=ajy%2Fbuh&srno=b_3_98&otracker=browse&fm=organic&iid=en_KSGHNM-yct-gedrydwtwCajCv_UqXpWlu7dd_sRysqZjTEkhgXF3IviOPeot98mS0Mh3cEJubgOUnLrnjUwgew%3D%3D&ppt=None&ppn=None&ssid=ggn4bnoiwg0000001710182597658
98,Fire-Boltt Ninja Talk 1.39'' Round Bluetooth Calling Sm...,"Black Strap, 1.39",89% off,"₹1,299","₹11,999",https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/p/6/8/-original-imagxp8vgdpkhkgx.jpeg?q=70,https://www.flipkart.com/fire-boltt-ninja-talk-1-39-round-bluetooth-calling-smartwatch-metal-body-120-sports-modes/p/itm7eedef2f3e96f?pid=SMWGNYZKTDZZZGWS&lid=LSTSMWGNYZKTDZZZGWSFWF7AJ&marketplace=FLIPKART&store=ajy%2Fbuh&srno=b_3_99&otracker=browse&fm=organic&iid=85d4d75c-be63-4ca4-aab4-a6aadfe3ce05.SMWGNYZKTDZZZGWS.SEARCH&ppt=None&ppn=None&ssid=ggn4bnoiwg0000001710182597658
99,"boAt Wave Neo Plus with 1.96"" HD Display, BT Calling, b...","Active Black Strap, Free Size",80% off,"₹1,299","₹6,499",https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/n/d/z/-original-imagxp8uzffbzeh3.jpeg?q=70,https://www.flipkart.com/boat-wave-neo-plus-1-96-hd-display-bt-calling-coins-watch-face-studio-smartwatch/p/itmea96a4e77604d?pid=SMWGRZM4GQ7WSW4H&lid=LSTSMWGRZM4GQ7WSW4HTXOBCY&marketplace=FLIPKART&store=ajy%2Fbuh&srno=b_3_100&otracker=browse&fm=organic&iid=85d4d75c-be63-4ca4-aab4-a6aadfe3ce05.SMWGRZM4GQ7WSW4H.SEARCH&ppt=None&ppn=None&ssid=ggn4bnoiwg0000001710182597658
100,GENTLEMOB Android/iPhone smartwatch 1.43HD BT Caling 4G...,"NA Strap, Free",62% off,"₹1,890","₹4,999",https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/f/f/p/40-g9g-android-ios-gentlemob-yes-original-imagvbydfdvyqux8.jpeg?q=70,https://www.flipkart.com/gentlemob-android-iphone-smartwatch-1-43hd-bt-caling-4g-network-x9-pro-ultra-s8/p/itmf20d323725c46?pid=SMWGVBYDVYXQX5VR&lid=LSTSMWGVBYDVYXQX5VRFABO3H&marketplace=FLIPKART&store=ajy%2Fbuh&srno=b_3_101&otracker=browse&fm=organic&iid=en_KSGHNM-yct-gedrydwtwCajCv_UqXpWlu7dd_sRysqbCmkqcRHzNXi3Bc_BbILGXOSpG0Ud48dXN6XHV9NAAUA%3D%3D&ppt=None&ppn=None&ssid=ggn4bnoiwg0000001710182597658
101,GENTLEMOB Android/iPhone smartwatch 1.96HD BT Caling 4G...,"NA Strap, Free",62% off,"₹1,890","₹4,999",https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/f/z/4/39-g921-android-ios-gentlemob-yes-original-imagvcb3gztg5kax.jpeg?q=70,https://www.flipkart.com/gentlemob-android-iphone-smartwatch-1-96hd-bt-caling-4g-network-x9-max-ultra-g9/p/itm9704910ac12f1?pid=SMWGVCB33QZW9HJE&lid=LSTSMWGVCB33QZW9HJEHIW1ZD&marketplace=FLIPKART&store=ajy%2Fbuh&srno=b_3_102&otracker=browse&fm=organic&iid=en_KSGHNM-yct-gedrydwtwCajCv_UqXpWlu7dd_sRysqbn-vhoHCAE4GM3sFzsE5gL_NVCdzkaFvQy3bdoCD5WXg%3D%3D&ppt=None&ppn=None&ssid=ggn4bnoiwg0000001710182597658
102,"Noise Icon 3 1.91"" Display with Bluetooth Calling, Meta...","Deep Wine Strap, Regular",82% off,"₹1,199","₹6,999",https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/3/8/g/-original-imagz67wy89jfvyt.jpeg?q=70,https://www.flipkart.com/noise-icon-3-1-91-display-bluetooth-calling-metallic-finish-voice-assistant-smartwatch/p/itmdcfd9630f1b8e?pid=SMWGKGRSHS74YZPM&lid=LSTSMWGKGRSHS74YZPMGFTBCZ&marketplace=FLIPKART&store=ajy%2Fbuh&srno=b_3_103&otracker=browse&fm=organic&iid=85d4d75c-be63-4ca4-aab4-a6aadfe3ce05.SMWGKGRSHS74YZPM.SEARCH&ppt=None&ppn=None&ssid=ggn4bnoiwg0000001710182597658
103,Ambrane Wise-Eon 1.69Lucid Display bluetooth calling fu...,"Black Strap, Regular",74% off,"₹1,299","₹4,999",https://rukminim2.flixcart.com/image/612/612/xif0q/shopsy-smartwatch/9/a/z/1-69-android-ios-wise-eon-black-ambrane-yes-original-imageu9gu3yhhfqz.jpeg?q=70,https://www.flipkart.com/ambrane-wise-eon-1-69lucid-display-bluetooth-calling-function-7-days-battery-life-smartwatch/p/itm1fd0711fa66a5?pid=SMWGDRJWGQUEKHKU&lid=LSTSMWGDRJWGQUEKHKUYJJOSP&marketplace=FLIPKART&store=ajy%2Fbuh&srno=b_3_104&otracker=browse&fm=organic&iid=85d4d75c-be63-4ca4-aab4-a6aadfe3ce05.SMWGDRJWGQUEKHKU.SEARCH&ppt=None&ppn=None&ssid=ggn4bnoiwg0000001710182597658
104,"Noise Icon Buzz 1.69"" Display with Bluetooth Calling, B...","Deep Wine Strap, Regular",78% off,"₹1,099","₹4,999",https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/g/o/t/-original-imagxp8ujfxyvvhy.jpeg?q=70,https://www.flipkart.com/noise-icon-buzz-1-69-display-bluetooth-calling-built-in-games-voice-assistant-smartwatch/p/itmad68e5e6f1cf1?pid=SMWGGKT2ZVSZHGHH&lid=LSTSMWGGKT2ZVSZHGHHOALVST&marketplace=FLIPKART&store=ajy%2Fbuh&srno=b_3_105&otracker=browse&fm=organic&iid=85d4d75c-be63-4ca4-aab4-a6aadfe3ce05.SMWGGKT2ZVSZHGHH.SEARCH&ppt=None&ppn=None&ssid=ggn4bnoiwg0000001710182597658
105,"Noise Icon 3 1.91"" Display with Bluetooth Calling, Meta...","Classic Black Strap, Regular",82% off,"₹1,199","₹6,999",https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/m/v/f/-original-imagz67w2gxyq5hz.jpeg?q=70,https://www.flipkart.com/noise-icon-3-1-91-display-bluetooth-calling-metallic-finish-voice-assistant-smartwatch/p/itm5848482ab1da8?pid=SMWGKGRSRJY7PSHZ&lid=LSTSMWGKGRSRJY7PSHZRMHGUG&marketplace=FLIPKART&store=ajy%2Fbuh&srno=b_3_106&otracker=browse&fm=organic&iid=85d4d75c-be63-4ca4-aab4-a6aadfe3ce05.SMWGKGRSRJY7PSHZ.SEARCH&ppt=None&ppn=None&ssid=ggn4bnoiwg0000001710182597658
106,GENTLEMOB Smartwatch New Model Gen 1.39HD Bluetooth cal...,"Gold Strap, Free",52% off,"₹1,890","₹3,999",https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/k/t/x/40-g9g8-android-ios-gentlemob-yes-original-imagvguj84vavtbk.jpeg?q=70,https://www.flipkart.com/gentlemob-smartwatch-new-model-gen-1-39hd-bluetooth-calling-x-pro-android-ios/p/itm9c13023be95c9?pid=SMWGVGUJYTY4JVHU&lid=LSTSMWGVGUJYTY4JVHUO3PSQ6&marketplace=FLIPKART&store=ajy%2Fbuh&srno=b_3_107&otracker=browse&fm=organic&iid=en_KSGHNM-yct-gedrydwtwCajCv_UqXpWlu7dd_sRysqZiclPBxjK03rUQ3SmFdW3xtuaBKRXbh0vQFpnL5-gehg%3D%3D&ppt=None&ppn=None&ssid=ggn4bnoiwg0000001710182597658
107,"WTG T55 1.54"" HD Display Bluetooth Calling, Notificatio...","Black Strap, Regular Wear",76% off,₹699,"₹2,999",https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/3/a/7/39-new-dial-2024-t55-blk-0025-android-ios-wtg-yes-original-imagxgjrwb2cbmuc.jpeg?q=70,https://www.flipkart.com/wtg-t55-1-54-hd-display-bluetooth-calling-notifications-fitness-tracking-ai-voice-smartwatch/p/itm0a2a8e0c715b1?pid=SMWGXGJRQ3GFNFN5&lid=LSTSMWGXGJRQ3GFNFN5WKRWSI&marketplace=FLIPKART&store=ajy%2Fbuh&srno=b_3_108&otracker=browse&fm=organic&iid=en_KSGHNM-yct-gedrydwtwCajCv_UqXpWlu7dd_sRysqbyM7Arv21RipKW3cZAXnDiyK7raPf9FKrRpY5f49LxTg%3D%3D&ppt=None&ppn=None&ssid=ggn4bnoiwg0000001710182597658
108,boAt Storm call 1.69 inch HD display with Bluetooth Cal...,"Cherry Blossom Strap, Free Size",83% off,"₹1,299","₹7,990",https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/o/e/4/-original-imagybwg6xpvmufb.jpeg?q=70,https://www.flipkart.com/boat-storm-call-1-69-inch-hd-display-bluetooth-calling-550-nits-brightness-smartwatch/p/itmc36011d1d910a?pid=SMWGNFSFHYHP4UAU&lid=LSTSMWGNFSFHYHP4UAUVO0Z7S&marketplace=FLIPKART&store=ajy%2Fbuh&srno=b_3_109&otracker=browse&fm=organic&iid=85d4d75c-be63-4ca4-aab4-a6aadfe3ce05.SMWGNFSFHYHP4UAU.SEARCH&ppt=None&ppn=None&ssid=ggn4bnoiwg0000001710182597658
109,Ambrane Crest Pro 1.52'' display 360*360 High Resolutio...,"Green Strap, Regular",81% off,"₹1,299","₹6,999",https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/3/z/m/-original-imagp8wzb2xrmzx6.jpeg?q=70,https://www.flipkart.com/ambrane-crest-pro-1-52-display-360-360-high-resolution-600-nits-bright-bt-calling-smartwatch/p/itmb522f1ae8c7ab?pid=SMWGZ3MYSUR5EYZS&lid=LSTSMWGZ3MYSUR5EYZSFF80DI&marketplace=FLIPKART&store=ajy%2Fbuh&srno=b_3_110&otracker=browse&fm=organic&iid=85d4d75c-be63-4ca4-aab4-a6aadfe3ce05.SMWGZ3MYSUR5EYZS.SEARCH&ppt=None&ppn=None&ssid=ggn4bnoiwg0000001710182597658
110,"Fire-Boltt Epic Plus with1.83"" 2.5D Curved Glass,SPO2, ...","Black Strap, Free Size",88% off,"₹1,199","₹9,999",https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/w/a/s/-original-imagxp8tahhvghys.jpeg?q=70,https://www.flipkart.com/fire-boltt-epic-plus-with1-83-2-5d-curved-glass-spo2-heart-rate-tracking-touchscreen-smartwatch/p/itm681ecd1fc9d01?pid=SMWGGZ746XUPRH3N&lid=LSTSMWGGZ746XUPRH3NIYLII4&marketplace=FLIPKART&store=ajy%2Fbuh&srno=b_3_111&otracker=browse&fm=organic&iid=en_KSGHNM-yct-gedrydwtwCajCv_UqXpWlu7dd_sRysqb2yWg-8I3rrxs7RZrrk5cBCKKwzSk6rxzwiUCpeMcbgOo15S0a61Wzzbg3qNOknKY%3D&ppt=None&ppn=None&ssid=ggn4bnoiwg0000001710182597658
111,GENTLEMOB Gen8/Gen9 smartwatch with Bluetooth calling c...,"Gold Strap, Free",55% off,"₹1,790","₹3,999",https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/w/x/d/44-220512-android-ios-gentlemob-yes-original-imagwqbjbgkgu43f.jpeg?q=70,https://www.flipkart.com/gentlemob-gen8-gen9-smartwatch-bluetooth-calling-compatible-android-ios/p/itmb274c2213f639?pid=SMWGWQBJCZXGJJDY&lid=LSTSMWGWQBJCZXGJJDYWAIXGW&marketplace=FLIPKART&store=ajy%2Fbuh&srno=b_3_112&otracker=browse&fm=organic&iid=en_KSGHNM-yct-gedrydwtwCajCv_UqXpWlu7dd_sRysqYqAB5Yv0rFEQeYbFmHxaIZVqgcg8mnPfDF_68kD54nmg%3D%3D&ppt=None&ppn=None&ssid=ggn4bnoiwg0000001710182597658
